,acronym,meaning_wiktionary,meaning_pdf,meaning_any
4341,"קקו""ה",,['קצין קישור והפעלה'],True
4342,"קק""ח",,['קורס קציני חינוך'],True
4343,"קק""ט",,['קורס קצינים טכניים'],True
4344,"קק""ל",,['קרן קיימת לישראל'],True
4345,"קק""ם",,['קצין קישור ומטה'],True
4346,"קק""פ",,['קורס קצינות פיקודי'],True
4347,"קק""ץ",,['קורס קצינים '],True
4348,"קקצ""א",,"['קורס קציני אב""ך ']",True
4349,"קק""ר",,['קצין הקשר הראשי '],True
4350,"קק""ש",,['קורס קציני שריון'],True
4351,"קק""ת",,"['קורס קציני תותחנים;', 'קורס קציני תצפית']",True
4352,"ק""ר",,"['קבע ראשוני;', 'קבוצת רכש']",True
4353,"קרה""ש",,['קרן השתלמות'],True
4354,"קריתו""ש",,['קריאה וניתוח שטח'],True
4355,"קרנ""ש",,['קרני שומרון'],True
4356,"קר""ש",,['קצין רפואת שיניים ]ראו גם ]DMD'],True
4357,"קרש""ח",,['קצין רפואת שיניים חילי'],True
4358,"קרש""פ",,['קצין רפואת שיניים פיקודי'],True
4359,"ק""ש",,"['קצין שיפוט;', 'קו סיום שלב;', 'קריית שמונה;', 'קיצור שירות ;', 'קווי שלבים']",True
4360,"קשא""ט",,['קשר ספרתי ארוך־טווח'],True
4361,"קשא""ם",,['קשר ארטילרי למודיעין אווירי מוטס'],True
4362,"קשב""ט",,"['קש""ב  טקטי']",True
4363,"קשב""ם",,['קשר ובקרת מנועים'],True
4364,"קש""ג",,['קישור גיוס'],True
4365,"קשו""ב",,"['קשר, שליטה ובקרה ']",True
4366,"קשו""ת",,['קצין שליטה ותיאום'],True
4367,"קשז""ר",,['קצין שיפוט זוטר '],True
4368,"קש""ח",,['קשרי חוץ'],True
4369,"קש""ט",,"['קבוצת־שליטה טכנית;', 'קשרי חו""ל ושיתוף פעולה טכנולוגי']",True
4370,"קשי""ג",,"['קצין ש""י  גלילי']",True
4371,"קשל""ב",,['קצין שליטה ובקרה'],True
4372,"קשל""ג",,"['קצין שלישות גיסי;', 'קצין שלישות גדודי ']",True
4373,"קשל""ם",,"['קצין שלישות מחוזי ;', ' הקישור לאו""ם )= האומות המאוחדות']",True
4374,"קשל""ץ",,['קצין שליטה לצילום'],True
4375,"קשל""ק",,['קצין שלישות קשר'],True
4376,"קשל""ת",,['קצין שליטה תובלה'],True
4377,"קשמ""ן",,['קצין שליטה למודיעין'],True
4378,"קשמ""ס",,"['קשל""ט  מסוקים']",True
4379,"קש""פ",,"['קשר־פנים ;', 'קו שחרור פצצות']",True
4380,"קשפ""ל",,['קשר פלוגתי'],True
4381,"קש""ק",,['קשיח שאינו קשיח'],True
4382,"קשק""א",,"['קצין קישור קרקע־אוויר ] 2-1 הגו: קשק""א; ראו גם ;]GLO', 'קצין שליטה קרקע־אוויר']",True
4383,"קשר""א",,['קצין־קשר אוגדתי '],True
4384,"קשר""ד",,['קצין שירותי דת'],True
4385,"קשר""ח",,['קצין־קשר חטיבתי'],True
4386,"קשר""פ",,['קצין־קשר פיקודי'],True
4387,"קש""ת",,['קבוצות שיפור תהליכים'],True
4388,"ק""ת",,"['קצין תורן ]בריבוי: קצינים תורנים; ראו OD וגם ;]CDO', 'קובץ תקנות;', ""'קו התפר' ]קו גבול בין שני אזורים, תחומים או מצבים שקיים ביניהם מתח או ניגוד מובהק"", 'קצין תרבות']",True
4389,"קת""א",,"['קצין תיאום־אווירי ;', 'קצין תיאום אזרחי ]ראו גם ;]ALO', 'קצין תקיפה אווירי']",True
4390,"קת""ב",,"['קצין תיאום ביטחוני;', 'קצין תמונה בליסטית']",True
4391,"קת""ג",,['קצין תחזוקה גיסי '],True
4392,"קתו""ם",,['קצין תוכנה ומחשב'],True
4393,"קתו""פ",,['קצין תכנון ופיקוח '],True
4394,"קתח""א",,['קצין תחזוקה אוגדתי '],True
4395,"קתח""ג",,['קצין תחזוקה גיסי '],True
4396,"קת""י",,['קצין תיאום'],True
4397,"קת""ם",,"['קבוצת תכנון מטכ""לית']",True
4398,"קתמ""ח",,['קצין התותחנים החילי'],True
4399,"קת""פ",,['קצין תחזוקה פיקודי  198'],True
4400,"קתפ""ט",,['קצין תורן פרח טיס'],True
4401,"קת""ץ",,['קצין תצפות'],True
4402,"קת""ר",,['קצין תקיפה ראשי'],True
4403,"קת""ש",,['קצין תנאי שירות'],True
4404,"קתש""א",,"['קצין ת""ש  אוגדתי ']",True
4405,"קתש""פ",,"['קצין ת""ש  פיקודי']",True
4406,"קת""ת",,['קצין תיאום תשתיות 199'],True
4407,"ראה""ש",,['ראש השנה '],True
4408,"ראמ""מ",,['ראש הממשלה '],True
4409,"ראמ""ן",,['ראש אגף המודיעין'],True
4410,"רא""ן",,['רכב אנטנה'],True
4411,"רא""ר",,['רמת איכות רצויה ]ראו גם ]AQL'],True
4412,"ראשל""ץ",,['ראשון לציון'],True
4413,"ראש""צ",,['ראש צוות '],True
4414,"ר""ב",,['רצוף בזה '],True
4415,ר,,[],True
4416,ר/,,"['קידומת למספר האישי של חייל בשירות החובה בעל קידומת חי""ת  שלא סיים את שירות החובה, אך התחייב לשרת בשירות הקבע או לשרת שירות נוסף בשירות הסדיר המחייב קידומת צד""י )צ']",True
4417,ר',,"['ראש, ראשה או ראשי ] 8-1 אל תקצרו בנקודה: ר', 'רכב ]ראו גם ;]VEH', 'רפואה ]ראו גם ;]VEH', 'רופא, רופאה;', 'ראו;', 'רמה;', 'רחוב;', 'רישום;', 'רות']",True
4418,"ר""א",,"[' רסיקת אוויר;', 'רישום אישי ;', 'ראש אזור']",True
4419,"ראה""ם",,"['ראש הממשלה ]גם רוה""ם, ראמ""מ; הגו: ראה""ם, מוטב להגות: ראש הממשלה 200']",True
4420,"רב""א",,['ראשי בית־אב '],True
4421,"רב""ז",,['רב־זרועי '],True
4422,"רב""ח",,['רב־חילי'],True
4423,"רב""י",,"['רכב בן־יעקב ]רכב סיור ממוגן; שמו ניתן לו על שם מפתחו, איציק בן־יעקב']",True
4424,"רב""כ",,['רב־כבאי '],True
4425,"רב""ם",,"[""רזרווה בלתי־מנוצלת ]'רזרווה' בעברית: עתודה, רזרווי' – עתודי""]",True
4426,"רבמ""ד",,['רב־ממדיות'],True
4427,"רבק""ש",,['רב־קצין שליטה'],True
4428,"רב־קת""א",,['רב־קצין תיאום אווירי '],True
4429,"רב""ש",,"['רכז ביטחון שוטף;', 'רדיפה בשורה']",True
4430,"רבש""ץ",,['רכז ביטחון־שוטף צבאי'],True
4431,"רב""ת",,"['רכב בלתי־תקין;', 'ראש ביות']",True
4432,"ר""ג",,"['רכב גנוב;', 'רמת גן']",True
4433,"רגמ""ן",,['רדיו־גישה למנויים ניידים'],True
4434,"רג""ש",,['רכב גישור'],True
4435,"ר""ד",,['רמת דוד'],True
4436,"רד""ט",,['רדיו־טלפון'],True
4437,"רד""ס",,['ראש דסק '],True
4438,"רד""ת",,['רפובליקת דרום־תימן'],True
4439,"ר""ה",,['ראש השנה '],True
4440,"רה""נ",,['ראש הנקרה '],True
4441,"רהנ""ק",,['ראש הנקרה '],True
4442,"רו""ב",,['רישום ובקרה'],True
4443,"רוב""ץ",,['רובה צלפים'],True
4444,"רוה""ד",,['רישום והדרכה '],True
4445,"רוה""ם",,['ראש הממשלה '],True
4446,"רוה""ת",,['רישיונות והיתרים '],True
4447,"רווה""פ",,['רווחת הפרט 201'],True
4448,"רו""ח",,['רואה חשבון'],True
4449,"רוכ""ש",,"[""'רוכב שמיים' ""]",True
4450,"רו""ם",,['רכב ומכונות'],True
4451,"רו""ס",,"[""'רואה סורק' ""]",True
4452,"רוס""ג",,"[""רובה־סער 'גליל'""]",True
4453,"רוס""ק",,['רובה־סער קצר'],True
4454,"רופ""ש",,['רופא שיניים'],True
4455,"רו""צ",,['ראש צוות '],True
4456,"רוצ""ד",,['רובה ציד'],True
4457,"רוק""ק",,['רום קרוב לקרקע'],True
4458,"רות""ם",,['רשתות תקשורת ומידע'],True
4459,"רזט""ר",,['ראש זירת הטרור'],True
4460,"רזצ""פ",,['ראש זירת הצפון'],True
4461,"רז""ר",,['ראש זירה רח רחוב'],True
4462,"ר""ח",,"['ראש חודש;', 'ראש חוליה']",True
4463,"רחט""ל",,"['ראש החט""ל ']",True
4464,"רחכ""א",,['ראש חטיבת כוח־האדם '],True
4465,"רח""פ",,['ראש חוף ]ראו גם ]bhd'],True
4466,"רח""ש",,['רחב שוליים'],True
4467,"רט""ג",,"['רדיו־טלגרף;', 'רשות הטבע והגנים']",True
4468,"רט""ל",,['רדיו־טלפון '],True
4469,"רטמ""ן",,['רדיו־טלפון למנויים ניידים'],True
4470,"רט""ן",,['רדיו־טלפון נייד'],True
4471,"רט""פ",,"[""רדיו־טלפרינטר ]'טלפרינטר' בעברית: מדפס רחק; ראו גם ]RATT""]",True
4472,"רטר""ז",,['רדיו טקטי רב־זרועי'],True
4473,"ר""י",,['רואה־יורה '],True
4474,"ריז""ם",,['ריבוב בחלוקת זמן'],True
4475,"רימו""ן",,"['רווחת יחידה, משטר ונוהג']",True
4476,"ריסו""ם",,['מעטפת ריסוס מבוקר 202'],True
4477,"רינ""ט",,['רימון יד נגד־טנקים'],True
4478,"רית""ד",,['ריבוב חלוקת תדר רכ רכינה'],True
4479,"ר""כ",,"['רישיון כניסה;', 'רב־כלאי ']",True
4480,"רכב""ל",,['רכב לוגיסטי'],True
4481,"רכ""ז",,['רכיבים זעירים'],True
4482,"ר""ל",,['ראיית לילה'],True
4483,"רל""א",,['ראש להק האוויר '],True
4484,"רלה""א",,['ראש להק האוויר '],True
4485,"רלה""ם",,['ראש להק ההשתתפות והמסוקים'],True
4486,"רלמ""ס",,['ראש להק האוויר למסוקים'],True
4487,"רלק""ם",,['רכב לקילומטר'],True
4488,"ר""מ",,"['רשימת מעבר;', 'רמת מלאי;', 'רשום מטה;', 'רץ ממונע ;', 'רישום מלא']",True
4489,"ר""ם",,"['רשימה מקובצת ;', 'ראש המספן;', 'רשימת מעבר;', 'רמת מלאי']",True
4490,"רמ""א",,[' ראש מבצעי האוויר'],True
4491,"רמא""א",,['הרשות המצרית לאנרגייה אטומית'],True
4492,"רמ""ב",,['רב־מתן בכיר '],True
4493,"רמב""י",,['רכב משפחות ברוכות ילדים'],True
4494,"רמ""ג",,['רב־מגן '],True
4495,"רמד""א",,"[""ראש מנהלת 'דרך אחרת' ""]",True
4496,"רמד""ט",,['ראש מדור טכני'],True
4497,"רמד""ן",,['ראש מספן המודיעין'],True
4498,"רמ""ה",,"['ראש מנה""ר  הגו: רמ""ה 203']",True
4499,"רמה""ג",,['רמת הגולן'],True
4500,"רמה""ש",,['רמת השרון'],True
4501,"רמו""ן",,['רפואה מונעת'],True
4502,"רמו""ת",,"[' הרשויות, משרדי הממשלה והתשתיות הלאומיות']",True
4503,"רמ""ז",,['רב־מזר '],True
4504,"רמחב""ם",,['ראש המערך לביטחון המידע'],True
4505,"רמחב""ש",,['ראש המחלקה לביטחון שדה '],True
4506,"רמחצ""ד",,['ראש מחלקת הציוד'],True
4507,"רמטמ""ש",,['ראש המטות המשולבים ]צריך להיקרא: ראש המטות המשותפים'],True
4508,"ר""ם־ים",,['ראש מספן הים '],True
4509,"רמ""י",,['רשות מקרקעי ישראל ]לשעבר מנהל מקרקעי ישראל'],True
4510,"רמ""ם",,"['ריכוז מזהמים מותר;', 'רשימת מוסדות מוכרים;', 'רקטה מתקנת מסלול;', 'רואה, מעריך, ממליץ;', 'רקטה מונחית־מטרה']",True
4511,"רממ""ב",,['רמות מלאי מרביות'],True
4512,"רממד""ן",,['ראש מספן המודיעין '],True
4513,"רממ""ז",,"['רמות מלאי מזעריות;', 'רישיון להפעלה מבצעית של מטוס זעיר']",True
4514,"רמ""ן",,['רדיו־טלפון למנויים ניידים '],True
4515,"רמנה""ן",,['ראש מנהל הנגדים'],True
4516,"רמנה""ק",,['ראש מנהל הנפגעים וקציני הערים'],True
4517,"רמס""ג",,['ראש מסגרת'],True
4518,"רמ""ע",,['ראיון מיון עולים '],True
4519,"רמפל""ג",,['ראש מפלג'],True
4520,"רמפל""ד",,"[""ראש מנהלת הפרויקטים 'להב' ו'דולפין' ]'להב' – ספינת טילים בחיל הים; 'דולפין' – צוללת דיזל בחיל הים; 'פרויקט' בעברית: מיזם""]",True
4521,"רמ""ץ",,"['רשימת המקצועות הצבאיים;', 'רמה מקצועית']",True
4522,"רמצ""ד",,['ראש מספן הציוד רמק רמקול'],True
4523,"רמ""ש",,['ראש משמרת'],True
4524,"רמש""ל",,['ראש מחלקת השלישות'],True
4525,"רמשל""ט",,['ראש מוצב שליטה'],True
4526,"רמש""ן",,"['ראש משלחת משהב""ט בניו־יורק']",True
4527,"רמ""ת",,['רב־מתן '],True
4528,"רמת""ג",,"['ר""ם  תגבורת']",True
4529,"רמת""ק",,['ראש מנהלת התיאום והקישור'],True
4530,"ר""נ",,"['רישיון נהיגה;', 'ראש הנקרה ;', 'רב־נפגעים']",True
4531,"ר""ן",,"['ריגול נגדי;', 'ראש נפה']",True
4532,"רנ""א",,['רישיון נהיגה אזרחי '],True
4533,"רנו""ץ",,"['רדיו, נתונים וצופן']",True
4534,"רנ""י",,['רישום נתונים ישיר'],True
4535,"רנ""ם",,"['רכב, נשק ומכשירים מדויקים;', 'רכב נושא משגר']",True
4536,"רנ""ס",,['רכב נוסעים'],True
4537,"רנ""פ",,['ראש נפץ'],True
4538,"רנ""ץ",,"['רישיון נהיגה צבאי;', 'רב־ניצב ']",True
4539,"רנצ""א",,['רישיון נהיגה צבאי ואזרחי '],True
4540,"רנ""ר",,['רביעייה נגד רביעייה'],True
4541,"ר""ס",,['ראשי סדרה'],True
4542,"רס""ח",,"['רישום, סטטיסטיקה וחישוב']",True
4543,"רספ""ן",,['רשות הספנות והנמלים'],True
4544,"ר""ע",,['ראש ענף '],True
4545,"רע""א",,['רשות ערעור אזרחי'],True
4546,"רעא""ד",,['רעידת אדמה '],True
4547,"רע""ד",,['רעידת אדמה '],True
4548,"רעו""ת",,"['רישום עוברים ותנועות;', 'רוח, עוז ותורה;', 'רשת עזרה ותמיכה לטייסים']",True
4549,"רעל""ח",,['הרשות העליונה לשעת חירום '],True
4550,"רעמ""ץ",,['רעיון מבצעי'],True
4551,"רע""פ",,['רשות ערעור פלילי'],True
4552,"רע""ק",,"[""'רעם קטן'""]",True
4553,"רע""ש",,['רימון עשן'],True
4554,"רעת""א",,"['רע""ן התיכון האווירונאוטי ]צריך להיקרא: רע""ן התכן האווירונוטי']",True
4555,"רעת""ת",,['ראש ענף תקציבי התחזוקה רפ רפואה או רפואי'],True
4556,"ר""פ",,"['ראש פרויקט ;', 'ראש פינה;', 'רישום פלילי ;', 'ראש פרק']",True
4557,"רפאי""ם",,['רימון פיצוץ אוויר מתקדם ]כיום כותבים בלי גרשיים: רפאים'],True
4558,"רפו""ש",,['רפואת שיניים'],True
4559,"רפ""ט",,"['רשות פיתוח טנק ;', 'ראש פרויקט ']",True
4560,"רפ""י",,['רפואה ימית '],True
4561,"רפמ""ץ",,['רפואה מבצעית'],True
4562,"רפ""פ",,['רפואה פעילה'],True
4563,"רפ""ץ",,['רכז פניות הציבור 206'],True
4564,"רפ""ק",,"['רב־פקד ;', 'רכב פיקוד']",True
4565,"רפר""ש",,['רפואת שגרה'],True
4566,"רפ""ת",,"[""ראש פרויקט 'תפר' ""]",True
4567,"רצ""ב",,['רצוף בזה '],True
4568,"רצב""א",,['רכב צבאי באחזקה אזרחית'],True
4569,"רציפו""ת",,['רציפות התפקוד'],True
4570,"רצ""ל",,['ראש צוות לקחים'],True
4571,"רצ""ע",,['רצועת עזה '],True
4572,"רצע""ז",,['רצועת עזה'],True
4573,"רצ""פ",,['ראש צוות פיתוח'],True
4574,"רצ""ף",,['רציפות פעולה'],True
4575,"רצ""ת",,"['ראש צוות תכנון;', 'ראש צוות ;', 'ראש צוות תורן']",True
4576,"ר""ק",,"['רשימת קואורדינטות;', 'רכב קל;', 'רכוש קבוע']",True
4577,"רק""ב",,"['רק""ק  בינוני']",True
4578,"רקמ""ה",,['רשת קריאה מהירה'],True
4579,"רק""ץ",,['רשימת הקורסים הצבאיים'],True
4580,"רק""ר",,['רכב קרבי'],True
4581,"רק""ש",,['רכב קשר'],True
4582,"ר""ר",,['רימון רובה'],True
4583,"רר""ב",,['רואה רשאי במקום'],True
4584,"רר""ג",,['ריכוז רכב גדודי'],True
